Check failed for (fp80): alpha = -6.28318530717958647703; beta = -1.57079632679489661926; diff = 1.08420217248550443401e-19; -1000/1000
Check failed for (fp80): alpha = -4.27884919418929839064; beta = -1.06971229854732459766; diff = 1.15196480826584846113e-19; -681/1000
Check failed for (fp80): alpha = -4.25999963826775963167; beta = -1.06499990956693990792; diff = 1.15196480826584846113e-19; -678/1000
Check failed for (fp80): alpha = -4.25371645296058004506; beta = -1.06342911324014501126; diff = 8.80914265144472352631e-20; -677/1000
Check failed for (fp80): alpha = -4.24743326765340045844; beta = -1.06185831691335011461; diff = 1.1858461261560204747e-19; -676/1000
Check failed for (fp80): alpha = -4.20973415581032293963; beta = -1.05243353895258073491; diff = 1.03338019565024641366e-19; -670/1000
Check failed for (fp80): alpha = -4.20345097050314335302; beta = -1.05086274262578583825; diff = 1.14349447879330545774e-19; -669/1000
Check failed for (fp80): alpha = -4.1971677851959637664; beta = -1.0492919462989909416; diff = 1.12231865511194794927e-19; -668/1000
Check failed for (fp80): alpha = -4.17831822927442500743; beta = -1.04457955731860625186; diff = 1.02067470144143190858e-19; -665/1000
Check failed for (fp80): alpha = -4.17203504396724542081; beta = -1.0430087609918113552; diff = 1.1858461261560204747e-19; -664/1000
Check failed for (fp80): alpha = -4.1657518586600658342; beta = -1.04143796466501645855; diff = 1.13502414932076245435e-19; -663/1000
Check failed for (fp80): alpha = -4.12805274681698831539; beta = -1.03201318670424707885; diff = 1.11808349037567644757e-19; -657/1000
Check failed for (fp80): alpha = -4.12176956150980872877; beta = -1.03044239037745218219; diff = 5.42101086242752217004e-20; -656/1000
Check failed for (fp80): alpha = -4.11548637620262914216; beta = -1.02887159405065728554; diff = 9.82558218814988393319e-20; -655/1000
Check failed for (fp80): alpha = -4.09663682028109038319; beta = -1.0241592050702725958; diff = 8.80914265144472352631e-20; -652/1000
Check failed for (fp80): alpha = -4.08407044966673120996; beta = -1.02101761241668280249; diff = 1.08420217248550443401e-19; -650/1000
Check failed for (fp80): alpha = -4.06522089374519245098; beta = -1.01630522343629811275; diff = 8.13151629364128325506e-20; -647/1000
Check failed for (fp80): alpha = -4.05893770843801286437; beta = -1.01473442710950321609; diff = 5.42101086242752217004e-20; -646/1000
Check failed for (fp80): alpha = -4.05265452313083327776; beta = -1.01316363078270831944; diff = 7.4538899358378429838e-20; -645/1000
Check failed for (fp80): alpha = -4.04637133782365369114; beta = -1.01159283445591342279; diff = 1.01643953670516040688e-19; -644/1000
Check failed for (fp80): alpha = -4.04008815251647410453; beta = -1.01002203812911852613; diff = 6.09863722023096244129e-20; -643/1000
Check failed for (fp80): alpha = -4.03380496720929451792; beta = -1.00845124180232362948; diff = 8.13151629364128325506e-20; -642/1000
Check failed for (fp80): alpha = -4.01495541128775575894; beta = -1.00373885282193893974; diff = 8.80914265144472352631e-20; -639/1000
Check failed for (fp80): alpha = -4.00867222598057617233; beta = -1.00216805649514404308; diff = 1.01643953670516040688e-19; -638/1000
Check failed for (fp80): alpha = -4.00238904067339658572; beta = -1.00059726016834914643; diff = 1.01643953670516040688e-19; -637/1000
Check failed for (fp80): alpha = -3.98353948475185782653; beta = -0.995884871187964456631; diff = 5.42101086242752217004e-20; -634/1000
Check failed for (fp80): alpha = -3.9584067435231394805; beta = -0.989601685880784870126; diff = 5.42101086242752217004e-20; -630/1000
Check failed for (fp80): alpha = -3.9395571876016007211; beta = -0.984889296900400180274; diff = 5.42101086242752217004e-20; -627/1000
Check failed for (fp80): alpha = -3.9332740022944211347; beta = -0.983318500573605283675; diff = 6.77626357803440271255e-20; -626/1000
Check failed for (fp80): alpha = -3.92699081698724154809; beta = -0.981747704246810387022; diff = 6.77626357803440271255e-20; -625/1000
Check failed for (fp80): alpha = -3.92070763168006196147; beta = -0.980176907920015490368; diff = 6.77626357803440271255e-20; -624/1000
Check failed for (fp80): alpha = -3.90185807575852320228; beta = -0.975464518939630800571; diff = 5.42101086242752217004e-20; -621/1000
Check failed for (fp80): alpha = -3.89557489045134361589; beta = -0.973893722612835903971; diff = 9.48676900924816379757e-20; -620/1000
Check failed for (fp80): alpha = -3.88929170514416402927; beta = -0.972322926286041007318; diff = 5.42101086242752217004e-20; -619/1000
Check failed for (fp80): alpha = -3.88300851983698444288; beta = -0.970752129959246110719; diff = 6.77626357803440271255e-20; -618/1000
Check failed for (fp80): alpha = -3.85787577860826609685; beta = -0.964468944652066524214; diff = 9.48676900924816379757e-20; -614/1000
Check failed for (fp80): alpha = -3.85159259330108651046; beta = -0.962898148325271627614; diff = 1.08420217248550443401e-19; -613/1000
Check failed for (fp80): alpha = -3.84530940799390692384; beta = -0.961327351998476730961; diff = 6.77626357803440271255e-20; -612/1000
Check failed for (fp80): alpha = -3.83902622268672733723; beta = -0.959756555671681834308; diff = 9.48676900924816379757e-20; -611/1000
Check failed for (fp80): alpha = -3.82645985207236816444; beta = -0.956614963018092041109; diff = 5.42101086242752217004e-20; -609/1000
Check failed for (fp80): alpha = -3.82017666676518857826; beta = -0.955044166691297144564; diff = 9.48676900924816379757e-20; -608/1000
Check failed for (fp80): alpha = -3.81389348145800899164; beta = -0.953473370364502247911; diff = 1.08420217248550443401e-19; -607/1000
Check failed for (fp80): alpha = -3.80761029615082940503; beta = -0.951902574037707351257; diff = 9.48676900924816379757e-20; -606/1000
Check failed for (fp80): alpha = -3.73849525777185395401; beta = -0.934623814442963488504; diff = 6.77626357803440271255e-20; -595/1000
Check failed for (fp80): alpha = -3.7322120724646743674; beta = -0.93305301811616859185; diff = 1.08420217248550443401e-19; -594/1000
Check failed for (fp80): alpha = -3.72592888715749478079; beta = -0.931482221789373695197; diff = 9.48676900924816379757e-20; -593/1000
Check failed for (fp80): alpha = -3.69451296062159684837; beta = -0.923628240155399212092; diff = 6.77626357803440271255e-20; -588/1000
Check failed for (fp80): alpha = -3.68194659000723767558; beta = -0.920486647501809418894; diff = 5.42101086242752217004e-20; -586/1000
Check failed for (fp80): alpha = -3.67566340470005808896; beta = -0.918915851175014522241; diff = 5.42101086242752217004e-20; -585/1000
Check failed for (fp80): alpha = -3.65681384877851932977; beta = -0.914203462194629832443; diff = 8.13151629364128325506e-20; -582/1000
Check failed for (fp80): alpha = -3.65053066347133974316; beta = -0.91263266586783493579; diff = 5.42101086242752217004e-20; -581/1000
Check failed for (fp80): alpha = -3.64424747816416015654; beta = -0.911061869541040039136; diff = 1.08420217248550443401e-19; -580/1000
Check failed for (fp80): alpha = -3.61283155162826222413; beta = -0.903207887907065556032; diff = 5.42101086242752217004e-20; -575/1000
Check failed for (fp80): alpha = -3.60026518101390305133; beta = -0.900066295253475762833; diff = 5.42101086242752217004e-20; -573/1000
Check failed for (fp80): alpha = -3.57513243978518470553; beta = -0.893783109946296176382; diff = 8.13151629364128325506e-20; -569/1000
Check failed for (fp80): alpha = -3.56884925447800511892; beta = -0.892212313619501279729; diff = 8.13151629364128325506e-20; -568/1000
Check failed for (fp80): alpha = -3.5625660691708255323; beta = -0.890641517292706383076; diff = 1.35525271560688054251e-19; -567/1000
Check failed for (fp80): alpha = -3.55628288386364594612; beta = -0.889070720965911486531; diff = 5.42101086242752217004e-20; -566/1000
Check failed for (fp80): alpha = -3.53743332794210718672; beta = -0.884358331985526796679; diff = 5.42101086242752217004e-20; -563/1000
Check failed for (fp80): alpha = -3.5311501426349276001; beta = -0.882787535658731900025; diff = 1.08420217248550443401e-19; -562/1000
Check failed for (fp80): alpha = -3.5248669573277480137; beta = -0.881216739331937003426; diff = 5.42101086242752217004e-20; -561/1000
Check failed for (fp80): alpha = -3.48088466017749090828; beta = -0.870221165044372727069; diff = 5.42101086242752217004e-20; -554/1000
Check failed for (fp80): alpha = -3.46831828956313173527; beta = -0.867079572390782933817; diff = 1.08420217248550443401e-19; -552/1000
Check failed for (fp80): alpha = -3.45575191894877256247; beta = -0.863937979737193140618; diff = 8.13151629364128325506e-20; -550/1000
Check failed for (fp80): alpha = -3.44946873364159297586; beta = -0.862367183410398243965; diff = 8.13151629364128325506e-20; -549/1000
Check failed for (fp80): alpha = -3.39292006587697669764; beta = -0.848230016469244174409; diff = 5.42101086242752217004e-20; -540/1000
Check failed for (fp80): alpha = -3.38035369526261752441; beta = -0.845088423815654381102; diff = 5.42101086242752217004e-20; -538/1000
Check failed for (fp80): alpha = -3.37407050995543793823; beta = -0.843517627488859484557; diff = 8.13151629364128325506e-20; -537/1000
Check failed for (fp80): alpha = -3.36778732464825835162; beta = -0.841946831162064587904; diff = 8.13151629364128325506e-20; -536/1000
Check failed for (fp80): alpha = -3.35522095403389917882; beta = -0.838805238508474794706; diff = 5.42101086242752217004e-20; -534/1000
Check failed for (fp80): alpha = -3.34893776872671959221; beta = -0.837234442181679898052; diff = 8.13151629364128325506e-20; -533/1000
Check failed for (fp80): alpha = -3.31752184219082165979; beta = -0.829380460547705414948; diff = 8.13151629364128325506e-20; -528/1000
Check failed for (fp80): alpha = -3.29238910096210331399; beta = -0.823097275240525828497; diff = 8.13151629364128325506e-20; -524/1000
Check failed for (fp80): alpha = -3.28610591565492372737; beta = -0.821526478913730931843; diff = 8.13151629364128325506e-20; -523/1000
Check failed for (fp80): alpha = -3.27353954504056455458; beta = -0.818384886260141138645; diff = 5.42101086242752217004e-20; -521/1000
Check failed for (fp80): alpha = -3.25468998911902579517; beta = -0.813672497279756448793; diff = 8.13151629364128325506e-20; -518/1000
Check failed for (fp80): alpha = -3.24840680381184620856; beta = -0.81210170095296155214; diff = 5.42101086242752217004e-20; -517/1000
Check failed for (fp80): alpha = -3.24212361850466662216; beta = -0.810530904626166655541; diff = 5.42101086242752217004e-20; -516/1000
Check failed for (fp80): alpha = -3.22955724789030744937; beta = -0.807389311972576862342; diff = 8.13151629364128325506e-20; -514/1000
Check failed for (fp80): alpha = -3.21699087727594827614; beta = -0.804247719318987069035; diff = 5.42101086242752217004e-20; -512/1000
Check failed for (fp80): alpha = -3.21070769196876868974; beta = -0.802676922992192172436; diff = 8.13151629364128325506e-20; -511/1000
Check failed for (fp80): alpha = -3.20442450666158910313; beta = -0.801106126665397275783; diff = 8.13151629364128325506e-20; -510/1000
Check failed for (fp80): alpha = -3.17929176543287075754; beta = -0.794822941358217689386; diff = 8.13151629364128325506e-20; -506/1000
Check failed for (fp80): alpha = -3.17300858012569117093; beta = -0.793252145031422792733; diff = 1.35525271560688054251e-19; -505/1000
Check failed for (fp80): alpha = -3.16672539481851158432; beta = -0.791681348704627896079; diff = 5.42101086242752217004e-20; -504/1000
Check failed for (fp80): alpha = -3.15415902420415241131; beta = -0.788539756051038102827; diff = 5.42101086242752217004e-20; -502/1000
Check failed for (fp80): alpha = -3.14159265358979323851; beta = -0.785398163397448309628; diff = 5.42101086242752217004e-20; -500/1000
Check failed for (fp80): alpha = -3.13530946828261365212; beta = -0.783827367070653413029; diff = 8.13151629364128325506e-20; -499/1000
Check failed for (fp80): alpha = -3.11645991236107489249; beta = -0.779114978090268723123; diff = 5.42101086242752217004e-20; -496/1000
Check failed for (fp80): alpha = -3.1038935417467157197; beta = -0.775973385436678929925; diff = 5.42101086242752217004e-20; -494/1000
Check failed for (fp80): alpha = -3.09761035643953613308; beta = -0.774402589109884033271; diff = 5.42101086242752217004e-20; -493/1000
Check failed for (fp80): alpha = -3.09132717113235654669; beta = -0.772831792783089136672; diff = 1.08420217248550443401e-19; -492/1000
Check failed for (fp80): alpha = -3.05362805928927902787; beta = -0.763407014822319756968; diff = 1.35525271560688054251e-19; -486/1000
Check failed for (fp80): alpha = -3.04106168867491985486; beta = -0.760265422168729963716; diff = 5.42101086242752217004e-20; -484/1000
Check failed for (fp80): alpha = -3.00964576213902192245; beta = -0.752411440534755480611; diff = 5.42101086242752217004e-20; -479/1000
Check failed for (fp80): alpha = -2.98451302091030357664; beta = -0.74612825522757589416; diff = 5.42101086242752217004e-20; -475/1000
Check failed for (fp80): alpha = -2.97822983560312399003; beta = -0.744557458900780997507; diff = 8.13151629364128325506e-20; -474/1000
Check failed for (fp80): alpha = -2.97194665029594440363; beta = -0.742986662573986100908; diff = 5.42101086242752217004e-20; -473/1000
Check failed for (fp80): alpha = -2.95938027968158523062; beta = -0.739845069920396307655; diff = 8.13151629364128325506e-20; -471/1000
Check failed for (fp80): alpha = -2.93424753845286688482; beta = -0.733561884613216721204; diff = 8.13151629364128325506e-20; -467/1000
Check failed for (fp80): alpha = -2.9279643531456872982; beta = -0.731991088286421824551; diff = 1.35525271560688054251e-19; -466/1000
Check failed for (fp80): alpha = -2.896548426609789366; beta = -0.724137106652447341501; diff = 8.13151629364128325506e-20; -461/1000
Check failed for (fp80): alpha = -2.89026524130260977939; beta = -0.722566310325652444847; diff = 8.13151629364128325506e-20; -460/1000
Check failed for (fp80): alpha = -2.88398205599543019277; beta = -0.720995513998857548194; diff = 6.77626357803440271255e-20; -459/1000
Check failed for (fp80): alpha = -2.87769887068825060638; beta = -0.719424717672062651594; diff = 9.48676900924816379757e-20; -458/1000
Check failed for (fp80): alpha = -2.85884931476671184719; beta = -0.714712328691677961797; diff = 8.13151629364128325506e-20; -455/1000
Check failed for (fp80): alpha = -2.85256612945953226057; beta = -0.713141532364883065143; diff = 6.77626357803440271255e-20; -454/1000
Check failed for (fp80): alpha = -2.83999975884517308756; beta = -0.709999939711293271891; diff = 6.77626357803440271255e-20; -452/1000
Check failed for (fp80): alpha = -2.82115020292363432816; beta = -0.705287550730908582039; diff = 5.42101086242752217004e-20; -449/1000
Check failed for (fp80): alpha = -2.81486701761645474176; beta = -0.70371675440411368544; diff = 8.13151629364128325506e-20; -448/1000
Check failed for (fp80): alpha = -2.80858383230927515536; beta = -0.702145958077318788841; diff = 5.42101086242752217004e-20; -447/1000
Check failed for (fp80): alpha = -2.77716790577337722295; beta = -0.694291976443344305736; diff = 6.77626357803440271255e-20; -442/1000
Check failed for (fp80): alpha = -2.77088472046619763633; beta = -0.692721180116549409083; diff = 1.21972744404619248826e-19; -441/1000
Check failed for (fp80): alpha = -2.73318560862312011752; beta = -0.683296402155780029379; diff = 9.48676900924816379757e-20; -435/1000
Check failed for (fp80): alpha = -2.72690242331594053112; beta = -0.68172560582898513278; diff = 5.42101086242752217004e-20; -434/1000
Check failed for (fp80): alpha = -2.6954864967800425987; beta = -0.673871624195010649676; diff = 6.77626357803440271255e-20; -429/1000
Check failed for (fp80): alpha = -2.68920331147286301209; beta = -0.672300827868215753022; diff = 5.42101086242752217004e-20; -428/1000
Check failed for (fp80): alpha = -2.65778738493696507967; beta = -0.664446846234241269918; diff = 6.09863722023096244129e-20; -423/1000
Check failed for (fp80): alpha = -2.65150419962978549327; beta = -0.662876049907446373319; diff = 7.4538899358378429838e-20; -422/1000
Check failed for (fp80): alpha = -2.64522101432260590688; beta = -0.661305253580651476719; diff = 5.42101086242752217004e-20; -421/1000
Check failed for (fp80): alpha = -2.62008827309388756086; beta = -0.655022068273471890214; diff = 5.42101086242752217004e-20; -417/1000
Check failed for (fp80): alpha = -2.61380508778670797446; beta = -0.653451271946676993615; diff = 5.42101086242752217004e-20; -416/1000
Check failed for (fp80): alpha = -2.60123871717234880145; beta = -0.650309679293087200362; diff = 6.09863722023096244129e-20; -414/1000
Check failed for (fp80): alpha = -2.58867234655798962866; beta = -0.647168086639497407164; diff = 5.75982404132924230566e-20; -412/1000
Check failed for (fp80): alpha = -2.57610597594363045565; beta = -0.644026493985907613911; diff = 5.42101086242752217004e-20; -410/1000
Check failed for (fp80): alpha = -2.56982279063645086903; beta = -0.642455697659112717258; diff = 5.42101086242752217004e-20; -409/1000
Check failed for (fp80): alpha = -2.53212367879337335022; beta = -0.633030919698343337554; diff = 8.7244393567192934924e-20; -403/1000
Check failed for (fp80): alpha = -2.46300864041439789899; beta = -0.615752160103599474746; diff = 5.42101086242752217004e-20; -392/1000
Check failed for (fp80): alpha = -2.45672545510721831259; beta = -0.614181363776804578147; diff = 8.47032947254300339068e-20; -391/1000
Check failed for (fp80): alpha = -2.45044226980003872597; beta = -0.612610567450009681494; diff = 7.79270311473956311943e-20; -390/1000
Check failed for (fp80): alpha = -2.41902634326414079356; beta = -0.604756585816035198389; diff = 6.77626357803440271255e-20; -385/1000
Check failed for (fp80): alpha = -2.34991130488516534254; beta = -0.587477826221291335636; diff = 5.42101086242752217004e-20; -374/1000
Check failed for (fp80): alpha = -2.33106174896362658292; beta = -0.582765437240906645729; diff = 6.77626357803440271255e-20; -371/1000
Check failed for (fp80): alpha = -2.32477856365644699652; beta = -0.58119464091411174913; diff = 5.42101086242752217004e-20; -370/1000
Check failed for (fp80): alpha = -2.30592900773490823711; beta = -0.576482251933727059278; diff = 6.77626357803440271255e-20; -367/1000
Check failed for (fp80): alpha = -2.2933626371205490641; beta = -0.573340659280137266026; diff = 8.13151629364128325506e-20; -365/1000
Check failed for (fp80): alpha = -2.28079626650618989109; beta = -0.570199066626547472773; diff = 5.42101086242752217004e-20; -363/1000
Check failed for (fp80): alpha = -2.2619467105846511319; beta = -0.565486677646162782976; diff = 5.42101086242752217004e-20; -360/1000
Check failed for (fp80): alpha = -2.25566352527747154529; beta = -0.563915881319367886322; diff = 1.08420217248550443401e-19; -359/1000
Check failed for (fp80): alpha = -2.24938033997029195868; beta = -0.562345084992572989669; diff = 1.21972744404619248826e-19; -358/1000
Check failed for (fp80): alpha = -2.24309715466311237228; beta = -0.56077428866577809307; diff = 6.77626357803440271255e-20; -357/1000
Check failed for (fp80): alpha = -2.21796441343439402647; beta = -0.554491103358598506619; diff = 5.42101086242752217004e-20; -353/1000
Check failed for (fp80): alpha = -2.21168122812721444008; beta = -0.552920307031803610019; diff = 5.42101086242752217004e-20; -352/1000
Check failed for (fp80): alpha = -2.18026530159131650766; beta = -0.545066325397829126915; diff = 1.08420217248550443401e-19; -347/1000
Check failed for (fp80): alpha = -2.17398211628413692105; beta = -0.543495529071034230262; diff = 8.13151629364128325506e-20; -346/1000
Check failed for (fp80): alpha = -2.12999981913387981584; beta = -0.532499954783469953959; diff = 5.42101086242752217004e-20; -339/1000
Check failed for (fp80): alpha = -2.04831841014054519159; beta = -0.512079602535136297898; diff = 5.42101086242752217004e-20; -326/1000
Check failed for (fp80): alpha = -2.02946885421900643219; beta = -0.507367213554751608046; diff = 5.42101086242752217004e-20; -323/1000
Check failed for (fp80): alpha = -2.01061929829746767256; beta = -0.50265482457436691814; diff = 8.13151629364128325506e-20; -320/1000
Check failed for (fp80): alpha = -1.99176974237592891326; beta = -0.497942435593982228316; diff = 8.13151629364128325506e-20; -317/1000
Check failed for (fp80): alpha = -1.98548655706874932665; beta = -0.496371639267187331662; diff = 8.13151629364128325506e-20; -316/1000
Check failed for (fp80): alpha = -1.97292018645439015386; beta = -0.493230046613597538464; diff = 5.42101086242752217004e-20; -314/1000
Check failed for (fp80): alpha = -1.94778744522567180794; beta = -0.486946861306417951986; diff = 5.42101086242752217004e-20; -310/1000
Check failed for (fp80): alpha = -1.92265470399695346192; beta = -0.480663675999238365481; diff = 5.42101086242752217004e-20; -306/1000
Check failed for (fp80): alpha = -1.91637151868977387553; beta = -0.479092879672443468881; diff = 5.42101086242752217004e-20; -305/1000
Check failed for (fp80): alpha = -1.88495559215387594322; beta = -0.471238898038468985804; diff = 1.08420217248550443401e-19; -300/1000
Check failed for (fp80): alpha = -1.8598228509251575973; beta = -0.464955712731289399326; diff = 1.08420217248550443401e-19; -296/1000
Check failed for (fp80): alpha = -1.85353966561797801069; beta = -0.463384916404494502673; diff = 5.42101086242752217004e-20; -295/1000
Check failed for (fp80): alpha = -1.84725648031079842418; beta = -0.461814120077699606046; diff = 5.42101086242752217004e-20; -294/1000
Check failed for (fp80): alpha = -1.82212373908208007827; beta = -0.455530934770520019568; diff = 5.42101086242752217004e-20; -290/1000
Check failed for (fp80): alpha = -1.81584055377490049188; beta = -0.453960138443725122969; diff = 5.42101086242752217004e-20; -289/1000
Check failed for (fp80): alpha = -1.80327418316054131897; beta = -0.450818545790135329743; diff = 5.42101086242752217004e-20; -287/1000
Check failed for (fp80): alpha = -1.79699099785336173236; beta = -0.44924774946334043309; diff = 5.42101086242752217004e-20; -286/1000
Check failed for (fp80): alpha = -1.79070781254618214596; beta = -0.447676953136545536491; diff = 1.08420217248550443401e-19; -285/1000
Check failed for (fp80): alpha = -1.78442462723900255946; beta = -0.446106156809750639864; diff = 5.42101086242752217004e-20; -284/1000
Check failed for (fp80): alpha = -1.77814144193182297306; beta = -0.444535360482955743265; diff = 5.42101086242752217004e-20; -283/1000
Check failed for (fp80): alpha = -1.77185825662464338645; beta = -0.442964564156160846612; diff = 5.42101086242752217004e-20; -282/1000
Check failed for (fp80): alpha = -1.76557507131746380005; beta = -0.441393767829365950013; diff = 5.42101086242752217004e-20; -281/1000
Check failed for (fp80): alpha = -1.75929188601028421355; beta = -0.439822971502571053386; diff = 5.42101086242752217004e-20; -280/1000
Check failed for (fp80): alpha = -1.75300870070310462715; beta = -0.438252175175776156787; diff = 1.08420217248550443401e-19; -279/1000
Check failed for (fp80): alpha = -1.74672551539592504054; beta = -0.436681378848981260134; diff = 1.08420217248550443401e-19; -278/1000
Check failed for (fp80): alpha = -1.73415914478156586763; beta = -0.433539786195391466908; diff = 1.08420217248550443401e-19; -276/1000
Check failed for (fp80): alpha = -1.72787595947438628124; beta = -0.431968989868596570309; diff = 5.42101086242752217004e-20; -275/1000
Check failed for (fp80): alpha = -1.72159277416720669473; beta = -0.430398193541801673683; diff = 1.08420217248550443401e-19; -274/1000
Check failed for (fp80): alpha = -1.71530958886002710812; beta = -0.428827397215006777029; diff = 5.42101086242752217004e-20; -273/1000
Check failed for (fp80): alpha = -1.70902640355284752172; beta = -0.42725660088821188043; diff = 5.42101086242752217004e-20; -272/1000
Check failed for (fp80): alpha = -1.69646003293848834882; beta = -0.424115008234622087205; diff = 5.42101086242752217004e-20; -270/1000
Check failed for (fp80): alpha = -1.6901768476313087622; beta = -0.422544211907827190551; diff = 5.42101086242752217004e-20; -269/1000
Check failed for (fp80): alpha = -1.68389366232412917581; beta = -0.420973415581032293952; diff = 5.42101086242752217004e-20; -268/1000
Check failed for (fp80): alpha = -1.67132729170977000291; beta = -0.417831822927442500727; diff = 1.08420217248550443401e-19; -266/1000
Check failed for (fp80): alpha = -1.66504410640259041629; beta = -0.416261026600647604073; diff = 5.42101086242752217004e-20; -265/1000
Check failed for (fp80): alpha = -1.64619455048105165699; beta = -0.411548637620262914248; diff = 5.42101086242752217004e-20; -262/1000
Check failed for (fp80): alpha = -1.63362817986669248398; beta = -0.408407044966673120996; diff = 5.42101086242752217004e-20; -260/1000
Check failed for (fp80): alpha = -1.60849543863797413807; beta = -0.402123859659493534518; diff = 5.42101086242752217004e-20; -256/1000
Check failed for (fp80): alpha = -1.60221225333079455157; beta = -0.400553063332698637891; diff = 5.42101086242752217004e-20; -255/1000
Check failed for (fp80): alpha = -1.59592906802361496517; beta = -0.398982267005903741292; diff = 5.42101086242752217004e-20; -254/1000
Check failed for (fp80): alpha = -1.57707951210207620565; beta = -0.394269878025519051413; diff = 5.42101086242752217004e-20; -251/1000
Check failed for (fp80): alpha = -1.57079632679489661926; beta = -0.392699081698724154814; diff = 1.08420217248550443401e-19; -250/1000
Check failed for (fp80): alpha = -1.56451314148771703286; beta = -0.391128285371929258215; diff = 5.42101086242752217004e-20; -249/1000
Check failed for (fp80): alpha = -1.53309721495181910033; beta = -0.383274303737954775083; diff = 5.42101086242752217004e-20; -244/1000
Check failed for (fp80): alpha = -1.52681402964463951394; beta = -0.381703507411159878484; diff = 5.42101086242752217004e-20; -243/1000
Check failed for (fp80): alpha = -1.52053084433745992743; beta = -0.380132711084364981858; diff = 5.42101086242752217004e-20; -242/1000
Check failed for (fp80): alpha = -1.50168128841592116802; beta = -0.375420322103980292006; diff = 5.42101086242752217004e-20; -239/1000
Check failed for (fp80): alpha = -1.4639821765728436491; beta = -0.365995544143210912275; diff = 1.08420217248550443401e-19; -233/1000
Check failed for (fp80): alpha = -1.4576989912656640627; beta = -0.364424747816416015676; diff = 1.08420217248550443401e-19; -232/1000
Check failed for (fp80): alpha = -1.41999987942258654378; beta = -0.354999969855646635945; diff = 1.08420217248550443401e-19; -226/1000
Check failed for (fp80): alpha = -1.41371669411540695728; beta = -0.353429173528851739319; diff = 1.08420217248550443401e-19; -225/1000
Check failed for (fp80): alpha = -1.38230076757950902497; beta = -0.345575191894877256242; diff = 1.08420217248550443401e-19; -220/1000
Check failed for (fp80): alpha = -1.36345121165797026556; beta = -0.34086280291449256639; diff = 1.08420217248550443401e-19; -217/1000
Check failed for (fp80): alpha = -1.35716802635079067905; beta = -0.339292006587697669764; diff = 1.08420217248550443401e-19; -216/1000
Check failed for (fp80): alpha = -1.34460165573643150604; beta = -0.336150413934107876511; diff = 1.08420217248550443401e-19; -214/1000
Check failed for (fp80): alpha = -1.31946891450771316013; beta = -0.329867228626928290033; diff = 1.08420217248550443401e-19; -210/1000
Check failed for (fp80): alpha = -1.29433617327899481433; beta = -0.323584043319748703582; diff = 1.08420217248550443401e-19; -206/1000
Check failed for (fp80): alpha = -1.2440706908215581225; beta = -0.311017672705389530626; diff = 1.08420217248550443401e-19; -198/1000
Check failed for (fp80): alpha = -1.22522113490001936299; beta = -0.306305283725004840747; diff = 1.08420217248550443401e-19; -195/1000
Check failed for (fp80): alpha = -1.21893794959283977659; beta = -0.304734487398209944148; diff = 1.08420217248550443401e-19; -194/1000
Check failed for (fp80): alpha = -1.20637157897848060358; beta = -0.301592894744620150895; diff = 1.08420217248550443401e-19; -192/1000
Check failed for (fp80): alpha = -1.19380520836412143057; beta = -0.298451302091030357642; diff = 1.08420217248550443401e-19; -190/1000
Check failed for (fp80): alpha = -1.18752202305694184417; beta = -0.296880505764235461043; diff = 1.08420217248550443401e-19; -189/1000
Check failed for (fp80): alpha = -1.17495565244258267127; beta = -0.293738913110645667818; diff = 1.08420217248550443401e-19; -187/1000
Check failed for (fp80): alpha = -1.16238928182822349826; beta = -0.290597320457055874565; diff = 1.08420217248550443401e-19; -185/1000
Check failed for (fp80): alpha = -1.15610609652104391176; beta = -0.289026524130260977939; diff = 1.08420217248550443401e-19; -184/1000
Check failed for (fp80): alpha = -1.12469016998514597934; beta = -0.281172542496286494834; diff = 1.08420217248550443401e-19; -179/1000
Check failed for (fp80): alpha = -1.10584061406360722004; beta = -0.27646015351590180501; diff = 1.08420217248550443401e-19; -176/1000
Check failed for (fp80): alpha = -1.09327424344924804703; beta = -0.273318560862312011757; diff = 1.08420217248550443401e-19; -174/1000
Check failed for (fp80): alpha = -1.08699105814206846052; beta = -0.271747764535517115131; diff = 1.08420217248550443401e-19; -173/1000
Check failed for (fp80): alpha = -1.06814150222052970112; beta = -0.267035375555132425279; diff = 1.08420217248550443401e-19; -170/1000
Check failed for (fp80): alpha = -1.05557513160617052811; beta = -0.263893782901542632026; diff = 1.08420217248550443401e-19; -168/1000
Check failed for (fp80): alpha = -1.0430087609918113552; beta = -0.260752190247952838801; diff = 1.08420217248550443401e-19; -166/1000
Check failed for (fp80): alpha = -1.0367255756846317687; beta = -0.259181393921157942175; diff = 1.08420217248550443401e-19; -165/1000
Check failed for (fp80): alpha = -1.03044239037745218219; beta = -0.257610597594363045548; diff = 1.08420217248550443401e-19; -164/1000
Check failed for (fp80): alpha = -1.0241592050702725958; beta = -0.256039801267568148949; diff = 1.08420217248550443401e-19; -163/1000
Check failed for (fp80): alpha = -1.00530964914873383628; beta = -0.25132741228718345907; diff = 1.08420217248550443401e-19; -160/1000
Check failed for (fp80): alpha = -0.986460093227195076928; beta = -0.246615023306798769232; diff = 1.08420217248550443401e-19; -157/1000
Check failed for (fp80): alpha = -0.973893722612835903971; beta = -0.243473430653208975993; diff = 1.08420217248550443401e-19; -155/1000
